,County,State,Population,Percent Republican,Latitude,Longitude,March,April,May,June,July,August
455,JOHNSON,IN,153716.0,0.6598855935478883,39.49,-86.1016,765.0,726.0,479.0,174.0,477.0,961.0
456,BARTHOLOMEW,IN,82481.0,0.6184628121981509,39.206,-85.8976,275.0,295.0,109.0,34.0,155.0,398.0
457,HANCOCK,IN,75164.0,0.6757241732889003,39.8236,-85.7733,298.0,525.0,299.0,103.0,255.0,396.0
458,POSEY,IN,25560.0,0.695527349652463,38.0218,-87.8685,50.0,43.0,12.0,15.0,132.0,185.0
459,DUBOIS,IN,42543.0,0.6905374368396876,38.3643,-86.8798,127.0,98.0,59.0,28.0,94.0,235.0
460,SCOTT,IN,23759.0,0.721058325956526,38.6851,-85.7475,62.0,69.0,45.0,23.0,141.0,243.0
461,DEKALB,IN,42927.0,0.7253413490931323,41.3976,-84.9991,127.0,248.0,127.0,60.0,182.0,218.0
462,HENDRICKS,IN,163799.0,0.6078978588780295,39.7695,-86.51,584.0,665.0,444.0,169.0,494.0,793.0
463,BOONE,IN,65544.0,0.5802440290758047,40.0508,-86.4687,285.0,278.0,234.0,163.0,286.0,287.0
464,WASHINGTON,IN,27848.0,0.7508031963094159,38.6,-86.1053,129.0,132.0,54.0,21.0,98.0,105.0
465,MORGAN,IN,69922.0,0.7608617494952847,39.4816,-86.4462,186.0,250.0,177.0,79.0,181.0,352.0
466,MONTGOMERY,IN,38287.0,0.736073962088615,40.0404,-86.8933,223.0,126.0,66.0,134.0,193.0,221.0
467,FAYETTE,IN,23194.0,0.7650947119179163,39.64,-85.1788,27.0,23.0,65.0,14.0,21.0,87.0
468,CLINTON,IN,32273.0,0.720827863155456,40.3017,-86.4751,98.0,172.0,90.0,110.0,153.0,200.0
469,MADISON,IN,129455.0,0.6026876218794045,40.1616,-85.7194,337.0,448.0,488.0,201.0,452.0,753.0
470,MARSHALL,IN,46461.0,0.6947357856175039,41.3248,-86.2618,220.0,296.0,249.0,61.0,114.0,137.0
471,WAYNE,IN,66342.0,0.6346688825463348,39.8644,-85.0098,151.0,193.0,139.0,42.0,87.0,281.0
472,KNOX,IN,37065.0,0.7279370432827431,38.6891,-87.418,42.0,99.0,31.0,25.0,203.0,502.0
473,JACKSON,IN,44025.0,0.7565755276016218,38.9064,-86.0375,182.0,153.0,75.0,26.0,115.0,220.0
474,MONROE,IN,146461.0,0.3494956532754826,39.1609,-86.5231,549.0,697.0,275.0,188.0,395.0,408.0
475,MARION,IN,951869.0,0.34437488931494614,39.7817,-86.1385,2913.0,5053.0,3556.0,1077.0,2975.0,4460.0
476,WASHINGTON,IA,22100.0,0.5942201444963876,41.3356,-91.7179,43.0,48.0,25.0,,29.0,84.0
477,WEBSTER,IA,36545.0,0.6155313657277522,42.4279,-94.1818,64.0,32.0,13.0,39.0,290.0,187.0
478,SIOUX,IA,34827.0,0.8280405228072018,43.0826,-96.1779,121.0,73.0,27.0,11.0,28.0,38.0
479,WOODBURY,IA,102586.0,0.5715356465764296,42.3897,-96.0448,493.0,253.0,80.0,15.0,210.0,312.0
480,BUCHANAN,IA,21118.0,0.5968071282717654,42.4708,-91.8379,64.0,19.0,18.0,15.0,42.0,69.0
481,MAHASKA,IA,22164.0,0.729568572430726,41.3352,-92.6409,41.0,36.0,11.0,,65.0,59.0
482,BENTON,IA,25636.0,0.6288758366343395,42.0802,-92.0657,54.0,47.0,23.0,22.0,36.0,54.0
483,MARION,IA,33172.0,0.6615016638935108,41.3344,-93.0994,75.0,58.0,30.0,,109.0,129.0
484,CERRO GORDO,IA,42834.0,0.5251460022688123,43.0816,-93.2608,56.0,117.0,69.0,,78.0,125.0
485,LINN,IA,223861.0,0.4216604685465016,42.079,-91.599,372.0,426.0,260.0,122.0,334.0,772.0
486,LEE,IA,34227.0,0.586112107087367,40.642,-91.4793,77.0,47.0,52.0,27.0,208.0,332.0
487,BLACK HAWK,IA,132393.0,0.4476896971153124,42.4701,-92.3088,251.0,211.0,126.0,202.0,608.0,639.0
488,JONES,IA,20559.0,0.6002366002366002,42.1212,-91.1315,31.0,36.0,29.0,,,63.0
489,WAPELLO,IA,35141.0,0.60999168425766,41.0306,-92.4095,112.0,37.0,35.0,,79.0,108.0
490,PLYMOUTH,IA,25068.0,0.7411192557090499,42.7378,-96.2141,109.0,67.0,11.0,,35.0,33.0
491,CLINTON,IA,46909.0,0.5432008749544295,41.898,-90.532,143.0,142.0,67.0,11.0,52.0,68.0
492,DUBUQUE,IA,96982.0,0.507324852575752,42.4688,-90.8825,242.0,253.0,79.0,44.0,100.0,192.0
493,CARROLL,IA,20281.0,0.6851345390383767,42.0362,-94.8606,49.0,38.0,18.0,,26.0,43.0
494,JASPER,IA,36971.0,0.6007233452239398,41.686,-93.0538,94.0,39.0,25.0,11.0,69.0,117.0
495,SCOTT,IA,172446.0,0.4747135498223523,41.6371,-90.6232,695.0,868.0,339.0,47.0,283.0,535.0
496,WARREN,IA,50076.0,0.575662875736976,41.3344,-93.5614,195.0,159.0,50.0,26.0,70.0,143.0
497,POLK,IA,479612.0,0.4156982473768623,41.6855,-93.5735,1735.0,1313.0,534.0,199.0,924.0,1488.0
498,JOHNSON,IA,148577.0,0.2767528115347462,41.6715,-91.5881,326.0,420.0,128.0,37.0,195.0,338.0
499,STORY,IA,96941.0,0.40246483012657236,42.0362,-93.465,246.0,164.0,80.0,21.0,215.0,196.0
500,DALLAS,IA,87099.0,0.5026953696761987,41.6849,-94.0398,333.0,214.0,97.0,31.0,191.0,288.0
501,DES MOINES,IA,39386.0,0.533273201042293,40.9232,-91.1815,58.0,81.0,82.0,25.0,174.0,241.0
502,BOONE,IA,26370.0,0.5690352020860495,42.0365,-93.9316,66.0,52.0,35.0,,66.0,63.0
503,POTTAWATTAMIE,IA,93393.0,0.5760755508919203,41.3366,-95.5423,284.0,361.0,103.0,28.0,178.0,406.0
504,BREMER,IA,24864.0,0.5722535404922315,42.7746,-92.3181,53.0,31.0,26.0,15.0,51.0,60.0
505,MUSCATINE,IA,42889.0,0.5256155967297179,41.4839,-91.1127,146.0,154.0,69.0,14.0,74.0,128.0
506,MARSHALL,IA,39964.0,0.5298853109836789,42.0358,-92.9988,95.0,35.0,30.0,19.0,71.0,135.0
507,MIAMI,KS,33417.0,0.6861794056977198,38.5635,-94.8381,44.0,56.0,26.0,23.0,159.0,187.0
508,BARTON,KS,26453.0,0.7734052111410602,38.479,-98.7565,26.0,14.0,20.0,18.0,118.0,83.0
509,GEARY,KS,34025.0,0.5543059460585233,39.0024,-96.7525,140.0,181.0,94.0,167.0,227.0,156.0
510,SUMNER,KS,23114.0,0.7416727672035139,37.2373,-97.4765,39.0,36.0,37.0,32.0,73.0,89.0
511,SEWARD,KS,22349.0,0.6369474877219494,37.1933,-100.8513,46.0,28.0,21.0,,99.0,73.0
512,FORD,KS,34179.0,0.6509254066180594,37.6917,-99.888,97.0,42.0,15.0,25.0,91.0,222.0
513,POTTAWATOMIE,KS,23847.0,0.7224642666055187,39.379,-96.3424,62.0,22.0,34.0,56.0,166.0,158.0
514,SHAWNEE,KS,177852.0,0.472150553953559,39.0415,-95.7565,533.0,436.0,187.0,142.0,944.0,1403.0
515,MONTGOMERY,KS,32521.0,0.7396841948458215,37.1925,-95.7429,90.0,49.0,22.0,12.0,217.0,290.0
516,SALINE,KS,54701.0,0.6409033467856997,38.7838,-97.65,93.0,137.0,66.0,72.0,380.0,257.0
517,WYANDOTTE,KS,164861.0,0.33343312494496785,39.1146,-94.7646,466.0,575.0,352.0,300.0,1364.0,1336.0
518,HARVEY,KS,34503.0,0.588248887861806,38.0432,-97.4272,144.0,53.0,55.0,27.0,112.0,145.0
519,LEAVENWORTH,KS,80745.0,0.5922170457659632,39.1993,-95.038,248.0,131.0,62.0,63.0,599.0,493.0
520,SEDGWICK,KS,513375.0,0.5472622581452737,37.6848,-97.461,1066.0,1423.0,1098.0,610.0,2394.0,2577.0
521,RILEY,KS,75056.0,0.4612450836279846,39.2966,-96.7352,348.0,140.0,127.0,122.0,392.0,171.0
522,COWLEY,KS,35351.0,0.6785187267233505,37.2377,-96.8375,85.0,49.0,51.0,20.0,146.0,204.0
523,FRANKLIN,KS,25558.0,0.6795704095535786,38.5645,-95.2859,42.0,51.0,27.0,20.0,210.0,146.0
524,FINNEY,KS,36750.0,0.6132203389830508,38.0443,-100.737,34.0,36.0,49.0,15.0,64.0,149.0
525,RENO,KS,62765.0,0.6600694320174654,37.953,-98.086,46.0,141.0,60.0,36.0,203.0,284.0
526,MCPHERSON,KS,28567.0,0.6901232857736529,38.3917,-97.648,84.0,53.0,38.0,37.0,88.0,96.0
527,CRAWFORD,KS,38968.0,0.6034845298888555,37.5073,-94.8518,98.0,70.0,34.0,114.0,655.0,317.0
528,ELLIS,KS,28775.0,0.7071014492753623,38.9147,-99.3173,35.0,11.0,15.0,,40.0,87.0
529,LYON,KS,33251.0,0.5397483557334859,38.4562,-96.1526,103.0,42.0,36.0,12.0,110.0,221.0
530,BUTLER,KS,66698.0,0.6960024600246002,37.7812,-96.839,174.0,113.0,95.0,56.0,335.0,490.0
531,JOHNSON,KS,591506.0,0.4482278940365308,38.8838,-94.8223,1837.0,1885.0,932.0,653.0,2881.0,3189.0
532,DOUGLAS,KS,120290.0,0.29054542398520883,38.8847,-95.2926,263.0,228.0,104.0,42.0,456.0,480.0
533,PERRY,KY,26624.0,0.7654158023760136,37.2443,-83.2215,109.0,92.0,55.0,88.0,79.0,
534,CHRISTIAN,KY,71414.0,0.6319406612747769,36.8942,-87.4905,14.0,11.0,,,,
535,MCCRACKEN,KY,65268.0,0.6509352346290385,37.054,-88.7127,110.0,86.0,67.0,34.0,46.0,19.0
536,FLOYD,KY,36456.0,0.7491896520090514,37.5571,-82.7457,124.0,164.0,85.0,25.0,169.0,
537,DAVIESS,KY,100474.0,0.6300365556458164,37.7318,-87.0873,414.0,430.0,247.0,230.0,327.0,15.0
538,CALLOWAY,KY,38837.0,0.6507481511207934,36.621,-88.2722,65.0,61.0,44.0,31.0,122.0,
539,GRAYSON,KY,26247.0,0.7888675623800384,37.4608,-86.3439,75.0,104.0,112.0,24.0,63.0,
540,FRANKLIN,KY,50529.0,0.4950305076940788,38.2392,-84.8771,137.0,134.0,124.0,81.0,73.0,
541,MERCER,KY,21592.0,0.7248402215594376,37.811,-84.8745,62.0,31.0,80.0,20.0,,
542,BOYLE,KY,29972.0,0.6132577590378102,37.6244,-84.8668,114.0,112.0,65.0,44.0,60.0,12.0
543,WOODFORD,KY,26318.0,0.5497337453158898,38.0424,-84.7436,71.0,66.0,45.0,24.0,143.0,
544,WHITLEY,KY,36131.0,0.8188571056232489,36.7581,-84.1452,225.0,139.0,100.0,140.0,135.0,
545,HENDERSON,KY,45829.0,0.6153325599381284,37.7958,-87.573,146.0,202.0,188.0,108.0,198.0,11.0
546,PIKE,KY,59497.0,0.79939293598234,37.4691,-82.3958,203.0,139.0,113.0,112.0,196.0,20.0
547,LAUREL,KY,60357.0,0.8269210235968253,37.1107,-84.1178,502.0,294.0,226.0,172.0,399.0,26.0
548,BULLITT,KY,80171.0,0.7317700886474121,37.9701,-85.6959,344.0,313.0,193.0,111.0,177.0,31.0
549,HOPKINS,KY,45331.0,0.7325770607652611,37.3088,-87.5408,244.0,181.0,133.0,167.0,275.0,
550,LOGAN,KY,26902.0,0.7344079053944598,36.8597,-86.8789,146.0,209.0,51.0,78.0,19.0,
551,PULASKI,KY,64350.0,0.8067032374671022,37.1039,-84.5773,248.0,202.0,175.0,85.0,187.0,
552,WAYNE,KY,20546.0,0.8041125541125541,36.8013,-84.8286,64.0,11.0,13.0,18.0,11.0,
553,GRAVES,KY,37248.0,0.7760018803619697,36.7231,-88.6512,59.0,106.0,100.0,110.0,125.0,
554,NELSON,KY,45650.0,0.6755431275543128,37.8052,-85.466,271.0,174.0,70.0,68.0,37.0,
555,ROWAN,KY,24507.0,0.5959435275402665,38.1963,-83.4211,138.0,98.0,73.0,53.0,15.0,
556,HARLAN,KY,26699.0,0.8537963722541245,36.8569,-83.218,177.0,197.0,102.0,38.0,109.0,
557,LINCOLN,KY,24476.0,0.7778795931457895,37.4554,-84.6608,22.0,36.0,19.0,,22.0,
558,LETCHER,KY,22295.0,0.7910235358511221,37.1212,-82.8553,56.0,41.0,29.0,41.0,74.0,
559,WARREN,KY,128652.0,0.5743347003667504,36.9936,-86.4238,578.0,1031.0,399.0,251.0,147.0,
560,ANDERSON,KY,22409.0,0.729380664652568,38.0039,-84.991,67.0,55.0,43.0,72.0,285.0,14.0
561,OHIO,KY,24071.0,0.7712770737844882,37.4782,-86.8489,80.0,50.0,47.0,52.0,71.0,
562,KNOX,KY,31365.0,0.8296541851879756,36.8906,-83.854,330.0,161.0,111.0,82.0,108.0,
563,CLARK,KY,35971.0,0.6515335392762577,37.9708,-84.1474,193.0,178.0,96.0,37.0,76.0,
564,FAYETTE,KY,320601.0,0.38545433108001886,38.0423,-84.4587,1262.0,1114.0,670.0,406.0,675.0,30.0
565,MEADE,KY,28182.0,0.7217576187101347,37.9697,-86.217,121.0,85.0,37.0,44.0,31.0,
566,MUHLENBERG,KY,30951.0,0.7376484644036826,37.2158,-87.142,91.0,63.0,109.0,60.0,242.0,
567,OLDHAM,KY,65967.0,0.5970845634753269,38.3994,-85.4483,229.0,201.0,100.0,805.0,242.0,14.0
568,CARTER,KY,27159.0,0.7574449719464825,38.3182,-83.0495,144.0,88.0,49.0,50.0,189.0,16.0
569,BARREN,KY,43884.0,0.7306906008476689,36.9656,-85.9337,183.0,173.0,54.0,92.0,41.0,
570,MADISON,KY,90802.0,0.6230325945835137,37.7202,-84.278,327.0,250.0,179.0,123.0,234.0,
571,HARDIN,KY,108527.0,0.6095502748207025,37.6979,-85.9634,692.0,326.0,211.0,170.0,128.0,
572,BOYD,KY,47682.0,0.6575134538429696,38.3596,-82.6878,98.0,113.0,144.0,74.0,160.0,29.0
573,TAYLOR,KY,25571.0,0.749480415667466,37.3665,-85.3279,98.0,108.0,107.0,36.0,40.0,
574,JESSAMINE,KY,53032.0,0.6512513808997753,37.8721,-84.5809,184.0,173.0,133.0,48.0,95.0,
575,BELL,KY,26791.0,0.8104340900039825,36.7306,-83.6741,182.0,112.0,45.0,54.0,46.0,
576,SHELBY,KY,47325.0,0.6394528927024042,38.2155,-85.1948,112.0,166.0,134.0,126.0,110.0,18.0
577,MONTGOMERY,KY,27884.0,0.7005530887278959,38.0335,-83.9131,136.0,209.0,143.0,47.0,35.0,
578,MARSHALL,KY,31192.0,0.7554684392932219,36.8834,-88.3294,61.0,53.0,50.0,12.0,66.0,
579,SCOTT,KY,54667.0,0.6136096718480138,38.2915,-84.5839,269.0,296.0,138.0,53.0,34.0,
580,ALLEN,KY,20944.0,0.8102104026487237,36.7513,-86.1904,252.0,99.0,42.0,45.0,51.0,
581,JEFFERSON,KY,767419.0,0.390110672817171,38.1872,-85.6591,216.0,209.0,97.0,466.0,1903.0,105.0
582,CADDO,LA,245831.0,0.4577264755223425,32.5801,-93.8823,,,,,,
583,EAST BATON ROUGE,LA,443763.0,0.424724519891249,30.5383,-91.0956,,,,,,
584,ORLEANS,LA,390845.0,0.14995023029035143,30.0687,-89.9288,,,,,,
585,JEFFERSON,LA,434850.0,0.5468815328312677,29.7872,-90.1274,,,,,,
586,PENOBSCOT,ME,151774.0,0.5204161006815042,45.4006,-68.6495,733.0,775.0,734.0,159.0,145.0,303.0
587,AROOSTOOK,ME,67809.0,0.5821596244131455,46.6589,-68.5989,153.0,262.0,169.0,30.0,78.0,128.0
588,CUMBERLAND,ME,292307.0,0.30413344630807393,43.8464,-70.3988,1492.0,2196.0,826.0,146.0,311.0,250.0
589,KNOX,ME,39759.0,0.38345113706207745,44.141,-69.1686,163.0,196.0,113.0,15.0,39.0,49.0
590,ANDROSCOGGIN,ME,107602.0,0.4930509930762622,44.1658,-70.2065,607.0,1974.0,889.0,124.0,85.0,81.0
591,YORK,ME,204316.0,0.4183162650142702,43.4782,-70.7144,1302.0,1770.0,696.0,211.0,254.0,312.0
592,FRANKLIN,ME,29982.0,0.49741462583101315,44.974,-70.444,92.0,227.0,103.0,50.0,13.0,24.0
593,HANCOCK,ME,54601.0,0.4199461823074336,44.6642,-68.3586,155.0,159.0,120.0,23.0,36.0,56.0
594,SOMERSET,ME,50520.0,0.5971370143149284,45.5139,-69.9589,175.0,523.0,247.0,80.0,53.0,65.0
595,LINCOLN,ME,34201.0,0.4298947897891604,44.0664,-69.5435,88.0,221.0,167.0,18.0,28.0,56.0
596,WALDO,ME,39539.0,0.4557518521533827,44.5028,-69.1454,126.0,137.0,164.0,20.0,64.0,171.0
597,OXFORD,ME,57550.0,0.5234545992309968,44.4999,-70.7566,353.0,713.0,273.0,57.0,44.0,56.0
598,KENNEBEC,ME,121753.0,0.4781518969909798,44.4091,-69.7673,759.0,1356.0,736.0,95.0,108.0,98.0
599,SAGADAHOC,ME,35452.0,0.40177100494233936,43.9598,-69.8546,105.0,303.0,152.0,13.0,11.0,28.0
600,WORCESTER,MD,51765.0,0.5860023350478054,38.2128,-75.334,704.0,461.0,256.0,136.0,114.0,295.0
601,HOWARD,MD,318855.0,0.26433667282122997,39.2507,-76.9312,773.0,504.0,291.0,2003.0,1913.0,957.0
602,BALTIMORE,MD,828018.0,0.3523517106417437,39.4627,-76.6393,5230.0,6320.0,3517.0,563.0,1402.0,1725.0
603,PRINCE GEORGE'S,MD,908670.0,0.08730037306845866,38.8295,-76.8473,7399.0,8541.0,5371.0,4140.0,1300.0,1162.0
604,DORCHESTER,MD,32138.0,0.5485385241284346,38.4829,-76.0125,157.0,249.0,100.0,14.0,93.0,175.0
605,ST. MARY'S,MD,112290.0,,38.3024,-76.6058,955.0,728.0,517.0,64.0,330.0,436.0
606,CECIL,MD,102552.0,0.6202646327588387,39.5712,-75.9407,236.0,572.0,413.0,100.0,246.0,319.0
607,ALLEGANY,MD,71445.0,0.6816357168499723,39.6215,-78.6976,250.0,432.0,205.0,54.0,104.0,231.0
608,CHARLES,MD,159428.0,0.2858052693914948,38.5073,-76.9922,57.0,39.0,209.0,396.0,97.0,84.0
609,ANNE ARUNDEL,MD,571275.0,0.412835858496142,39.0065,-76.6051,4367.0,3486.0,1567.0,2085.0,1137.0,1171.0
610,WASHINGTON,MD,150109.0,0.5934581507546586,39.6036,-77.814,987.0,786.0,329.0,302.0,132.0,227.0
611,SOMERSET,MD,25729.0,0.5655858874544201,38.1158,-75.7518,119.0,78.0,100.0,18.0,44.0,60.0
612,FREDERICK,MD,251422.0,0.43733131888885074,39.4722,-77.398,3298.0,1534.0,621.0,162.0,565.0,648.0
613,CARROLL,MD,167699.0,0.6002172894634545,39.5629,-77.0225,1297.0,1182.0,626.0,90.0,261.0,329.0
614,WICOMICO,MD,102539.0,0.496451445386879,38.3733,-75.6208,373.0,409.0,256.0,39.0,283.0,342.0
615,CALVERT,MD,91511.0,0.5160751735792968,38.5434,-76.5687,669.0,565.0,211.0,62.0,238.0,290.0
616,QUEEN ANNE'S,MD,49632.0,0.6187190491911522,39.068,-76.0203,278.0,336.0,132.0,19.0,93.0,123.0
617,MONTGOMERY,MD,1043530.0,0.18964557849002237,39.1363,-77.2042,4808.0,3355.0,967.0,349.0,1594.0,1773.0
618,GARRETT,MD,29235.0,0.7688168599064762,39.5289,-79.2729,909.0,27.0,,174.0,18.0,20.0
619,BALTIMORE CITY,MD,,0.10685544152513465,,,5297.0,5542.0,2997.0,322.0,1074.0,1516.0
620,HARFORD,MD,252222.0,0.5461379617507727,39.5611,-76.3171,909.0,1192.0,1601.0,647.0,567.0,731.0
621,CAROLINE,MD,33049.0,0.6510700265923769,38.8717,-75.8316,165.0,175.0,88.0,18.0,70.0,69.0
622,WORCESTER,MA,824772.0,0.3947452525861018,42.3514,-71.9077,6507.0,5741.0,2116.0,519.0,1266.0,1633.0
623,HAMPDEN,MA,467871.0,0.3954744942095085,42.1351,-72.6316,4782.0,5105.0,1665.0,319.0,840.0,1517.0
624,PLYMOUTH,MA,515303.0,0.39894362720900384,41.9512,-70.8114,5013.0,4345.0,1562.0,245.0,913.0,1420.0
625,NORFOLK,MA,700437.0,0.30482043197532127,42.1607,-71.2111,5539.0,4341.0,1358.0,319.0,1013.0,1429.0
626,SUFFOLK,MA,796605.0,0.17380204009014352,42.3336,-71.0709,7316.0,6538.0,2202.0,489.0,1603.0,2063.0
627,BERKSHIRE,MA,126425.0,0.25168940101155063,42.3707,-73.2064,805.0,749.0,211.0,50.0,145.0,319.0
628,MIDDLESEX,MA,1600842.0,0.2610649142402286,42.4856,-71.3918,12040.0,10548.0,2797.0,602.0,2307.0,3233.0
629,HAMPSHIRE,MA,161032.0,0.2522415432685776,42.3402,-72.6638,1073.0,697.0,213.0,28.0,133.0,223.0
630,BRISTOL,MA,561037.0,0.42603886780114014,41.7972,-71.1144,5117.0,5255.0,2104.0,369.0,1296.0,1845.0
631,ESSEX,MA,783676.0,0.34111479301646963,42.6731,-70.952,6548.0,6614.0,2330.0,450.0,1140.0,1737.0
632,BARNSTABLE,MA,213496.0,0.36506019325201966,41.7242,-70.2915,2487.0,1475.0,431.0,64.0,771.0,435.0
633,FRANKLIN,MA,70577.0,0.26047019975350555,42.5831,-72.5918,286.0,295.0,104.0,12.0,42.0,102.0
634,GLADWIN,MI,25279.0,0.677463534890091,43.9907,-84.3883,121.0,410.0,114.0,12.0,17.0,25.0
635,DELTA,MI,36026.0,0.6244149212803177,45.9191,-86.9242,145.0,416.0,98.0,,57.0,117.0
636,BRANCH,MI,43513.0,0.6848461238800155,41.9161,-85.059,259.0,477.0,205.0,227.0,211.0,129.0
637,GRAND TRAVERSE,MI,92181.0,0.5063749252938442,44.6688,-85.5605,659.0,883.0,233.0,26.0,112.0,122.0
638,CHEBOYGAN,MI,25418.0,0.6419208469876481,45.4465,-84.4999,243.0,409.0,92.0,,17.0,35.0
639,LEELANAU,MI,21652.0,0.46840236686390535,44.9386,-85.8118,106.0,114.0,36.0,,25.0,34.0
640,ANTRIM,MI,23206.0,0.6111981942441532,44.9991,-85.1402,196.0,233.0,101.0,,17.0,33.0
641,SHIAWASSEE,MI,68340.0,0.5901743830307975,42.9537,-84.1467,593.0,1410.0,398.0,76.0,95.0,101.0
642,GENESEE,MI,407875.0,0.44594325984821104,43.0217,-83.7067,2209.0,2721.0,4142.0,4113.0,343.0,314.0
643,BAY,MI,104104.0,0.54974690897021,43.708,-83.9916,628.0,1039.0,365.0,474.0,819.0,168.0
644,INGHAM,MI,290587.0,0.3295676236596333,42.5971,-84.3735,997.0,1234.0,745.0,362.0,626.0,308.0
645,OGEMAW,MI,20898.0,0.6931216931216931,44.335,-84.1264,58.0,195.0,239.0,16.0,29.0,45.0
646,HURON,MI,31349.0,0.6905136410478928,43.8334,-83.0232,736.0,591.0,79.0,,52.0,45.0
647,MACOMB,MI,870325.0,0.5338589718688291,42.6955,-82.9323,75.0,123.0,38.0,28.0,,
648,IONIA,MI,64300.0,0.6413424819149927,42.9451,-85.0746,525.0,788.0,839.0,70.0,97.0,94.0
649,OTSEGO,MI,24490.0,0.6626685640712882,45.0214,-84.599,395.0,369.0,161.0,11.0,12.0,35.0
650,MENOMINEE,MI,23074.0,0.6438486555088443,45.58,-87.5566,34.0,100.0,41.0,,12.0,56.0
651,BERRIEN,MI,154133.0,0.5282008957289024,41.9547,-86.4123,1123.0,1320.0,708.0,114.0,184.0,270.0
652,SANILAC,MI,41295.0,0.7214648489708634,43.4236,-82.8201,584.0,634.0,220.0,261.0,66.0,46.0
653,LIVINGSTON,MI,189754.0,0.6052186765411134,42.6029,-83.9115,1233.0,2028.0,1287.0,986.0,797.0,406.0
654,MONTCALM,MI,63413.0,0.679595015576324,43.311,-85.1525,485.0,1202.0,475.0,50.0,36.0,76.0
655,ALPENA,MI,28520.0,0.6297365784666156,45.0349,-83.6258,108.0,304.0,136.0,12.0,54.0,43.0
656,LAPEER,MI,88038.0,0.6739221272554606,43.0901,-83.2218,1024.0,922.0,1447.0,37.0,67.0,143.0
657,CHARLEVOIX,MI,26188.0,0.5788823529411765,45.3022,-85.1263,101.0,240.0,92.0,12.0,59.0,76.0
658,TUSCOLA,MI,52939.0,0.6893190694515198,43.4645,-83.4169,391.0,828.0,732.0,11.0,71.0,62.0
659,OTTAWA,MI,286558.0,0.5981341094047288,42.9598,-85.9961,3016.0,4790.0,2121.0,677.0,524.0,545.0
660,EMMET,MI,33104.0,0.5471885286558146,45.521,-84.8908,149.0,353.0,135.0,11.0,24.0,64.0
661,CASS,MI,51523.0,0.6369774183704607,41.9154,-85.9935,258.0,370.0,175.0,48.0,68.0,79.0
662,NEWAYGO,MI,48366.0,0.6942675159235668,43.5542,-85.8009,309.0,789.0,639.0,50.0,53.0,59.0
663,MASON,MI,28954.0,0.5915729685869944,43.9952,-86.25,141.0,460.0,221.0,,53.0,62.0
664,KENT,MI,648121.0,0.45905530566572866,43.0322,-85.5493,4648.0,7917.0,3951.0,3296.0,740.0,500.0
665,OAKLAND,MI,1253185.0,0.42314607237480056,42.6604,-83.3858,8978.0,966.0,426.0,5036.0,18115.0,3394.0
666,ST. CLAIR,MI,159247.0,0.64286800486618,42.9341,-82.6805,2719.0,2780.0,707.0,1530.0,245.0,172.0
667,MARQUETTE,MI,66686.0,0.43473386364849714,46.4314,-87.6416,201.0,481.0,106.0,16.0,24.0,32.0
668,WEXFORD,MI,33256.0,0.6625787024363536,44.3383,-85.5784,376.0,563.0,223.0,23.0,13.0,14.0
669,VAN BUREN,MI,75358.0,0.5526800798648441,42.2513,-86.0189,497.0,974.0,330.0,52.0,81.0,112.0
670,MECOSTA,MI,43251.0,0.6302912252363533,43.6408,-85.3246,159.0,562.0,340.0,16.0,25.0,57.0
671,WAYNE,MI,1757299.0,0.3032233810026488,42.2819,-83.2821,8867.0,18033.0,8891.0,8872.0,2848.0,1945.0
672,EATON,MI,109456.0,0.4943180934910691,42.5961,-84.8383,1132.0,1576.0,357.0,38.0,115.0,195.0
673,ISABELLA,MI,70688.0,0.5035518847082017,43.6406,-84.8468,408.0,961.0,428.0,33.0,57.0,76.0
674,OSCEOLA,MI,23290.0,0.7241463216805905,43.9898,-85.3253,216.0,347.0,190.0,14.0,,26.0
675,CALHOUN,MI,134212.0,0.5464763657760142,42.2465,-85.0056,935.0,1358.0,1158.0,587.0,460.0,198.0
676,WASHTENAW,MI,367000.0,0.2598720993632692,42.2532,-83.8388,2314.0,3500.0,679.0,96.0,343.0,404.0
677,OCEANA,MI,26416.0,0.6323424832882947,43.6409,-86.2676,107.0,439.0,237.0,13.0,30.0,33.0
678,MONROE,MI,149727.0,0.6048331573874328,41.9287,-83.5375,1153.0,1003.0,834.0,152.0,1149.0,243.0
679,CHIPPEWA,MI,37629.0,0.6054302233306881,46.3053,-84.5777,160.0,143.0,41.0,11.0,39.0,13.0
680,KALAMAZOO,MI,262745.0,0.39621654789630023,42.2455,-85.5312,1735.0,3803.0,1297.0,183.0,380.0,585.0
681,SAGINAW,MI,191821.0,0.49139324037968435,43.335,-84.0532,1979.0,4362.0,1961.0,149.0,311.0,387.0
682,ALLEGAN,MI,116143.0,0.6169255074969446,42.5913,-85.8884,727.0,1191.0,532.0,200.0,371.0,284.0
683,MUSKEGON,MI,173297.0,0.4882198952879581,43.2912,-86.152,716.0,1244.0,1164.0,1376.0,800.0,276.0
684,HOUGHTON,MI,36070.0,0.5609426517485542,46.8978,-88.6874,162.0,154.0,64.0,,13.0,61.0
685,IOSCO,MI,25197.0,0.6352274946299551,44.3558,-83.6359,102.0,291.0,270.0,20.0,31.0,54.0
686,CLINTON,MI,78389.0,0.5236714169466063,42.9437,-84.6015,591.0,711.0,244.0,182.0,42.0,85.0
